NewID,OriginalID,Goodsample,Cutoffmanual,gap_manual,species,donor,0h read 1,0h read2,2h read1,2h read2,8h read1,8h read2
StrainAtlasProphage_377,YGA-03_B09,1,,,Limosilactobacillus_mucosae,H183,BP3_1_YGA-03-0h_B09_R1_001.fastq.gz,BP3_1_YGA-03-0h_B09_R2_001.fastq.gz,BP3_1_YGA-03-2h_B09_R1_001.fastq.gz,BP3_1_YGA-03-2h_B09_R2_001.fastq.gz,BP3_1_YGA-03-8h_B09_R1_001.fastq.gz,BP3_1_YGA-03-8h_B09_R2_001.fastq.gz
StrainAtlasProphage_378,YGA-03_B11,1,,,Bifidobacterium_catenulatum,5-140,BP3_1_YGA-03-0h_B11_R1_001.fastq.gz,BP3_1_YGA-03-0h_B11_R2_001.fastq.gz,BP3_1_YGA-03-2h_B11_R1_001.fastq.gz,BP3_1_YGA-03-2h_B11_R2_001.fastq.gz,BP3_1_YGA-03-8h_B11_R1_001.fastq.gz,BP3_1_YGA-03-8h_B11_R2_001.fastq.gz
StrainAtlasProphage_379,YGA-03_B12,1,,,Pediococcus_acidilactici,P53,BP3_1_YGA-03-0h_B12_R1_001.fastq.gz,BP3_1_YGA-03-0h_B12_R2_001.fastq.gz,BP3_1_YGA-03-2h_B12_R1_001.fastq.gz,BP3_1_YGA-03-2h_B12_R2_001.fastq.gz,BP3_1_YGA-03-8h_B12_R1_001.fastq.gz,BP3_1_YGA-03-8h_B12_R2_001.fastq.gz
StrainAtlasProphage_380,YGA-03_C02,1,,,Bifidobacterium_pseudocatenulatum,502-0001,BP3_1_YGA-03-0h_C02_R1_001.fastq.gz,BP3_1_YGA-03-0h_C02_R2_001.fastq.gz,BP3_1_YGA-03-2h_C02_R1_001.fastq.gz,BP3_1_YGA-03-2h_C02_R2_001.fastq.gz,BP3_1_YGA-03-8h_C02_R1_001.fastq.gz,BP3_1_YGA-03-8h_C02_R2_001.fastq.gz
StrainAtlasProphage_381,YGA-03_C03,1,,,Bifidobacterium_pseudocatenulatum,549-0010,BP3_1_YGA-03-0h_C03_R1_001.fastq.gz,BP3_1_YGA-03-0h_C03_R2_001.fastq.gz,BP3_1_YGA-03-2h_C03_R1_001.fastq.gz,BP3_1_YGA-03-2h_C03_R2_001.fastq.gz,BP3_1_YGA-03-8h_C03_R1_001.fastq.gz,BP3_1_YGA-03-8h_C03_R2_001.fastq.gz
StrainAtlasProphage_382,YGA-03_C04,1,,,Bifidobacterium_pseudocatenulatum,P30,BP3_1_YGA-03-0h_C04_R1_001.fastq.gz,BP3_1_YGA-03-0h_C04_R2_001.fastq.gz,BP3_1_YGA-03-2h_C04_R1_001.fastq.gz,BP3_1_YGA-03-2h_C04_R2_001.fastq.gz,BP3_1_YGA-03-8h_C04_R1_001.fastq.gz,BP3_1_YGA-03-8h_C04_R2_001.fastq.gz
StrainAtlasProphage_383,YGA-03_C08,1,,,Lacticaseibacillus_rhamnosus,P33,BP3_1_YGA-03-0h_C08_R1_001.fastq.gz,BP3_1_YGA-03-0h_C08_R2_001.fastq.gz,BP3_1_YGA-03-2h_C08_R1_001.fastq.gz,BP3_1_YGA-03-2h_C08_R2_001.fastq.gz,BP3_1_YGA-03-8h_C08_R1_001.fastq.gz,BP3_1_YGA-03-8h_C08_R2_001.fastq.gz
StrainAtlasProphage_384,YGA-03_C09,1,,,Ligilactobacillus_ruminis,H183,BP3_1_YGA-03-0h_C09_R1_001.fastq.gz,BP3_1_YGA-03-0h_C09_R2_001.fastq.gz,BP3_1_YGA-03-2h_C09_R1_001.fastq.gz,BP3_1_YGA-03-2h_C09_R2_001.fastq.gz,BP3_1_YGA-03-8h_C09_R1_001.fastq.gz,BP3_1_YGA-03-8h_C09_R2_001.fastq.gz
StrainAtlasProphage_385,YGA-03_C11,1,,,Limosilactobacillus_mucosae,25-5,BP3_1_YGA-03-0h_C11_R1_001.fastq.gz,BP3_1_YGA-03-0h_C11_R2_001.fastq.gz,BP3_1_YGA-03-2h_C11_R1_001.fastq.gz,BP3_1_YGA-03-2h_C11_R2_001.fastq.gz,BP3_1_YGA-03-8h_C11_R1_001.fastq.gz,BP3_1_YGA-03-8h_C11_R2_001.fastq.gz
StrainAtlasProphage_386,YGA-03_C12,1,,,Pediococcus_acidilactici,P07,BP3_1_YGA-03-0h_C12_R1_001.fastq.gz,BP3_1_YGA-03-0h_C12_R2_001.fastq.gz,BP3_1_YGA-03-2h_C12_R1_001.fastq.gz,BP3_1_YGA-03-2h_C12_R2_001.fastq.gz,BP3_1_YGA-03-8h_C12_R1_001.fastq.gz,BP3_1_YGA-03-8h_C12_R2_001.fastq.gz
StrainAtlasProphage_387,YGA-03_D01,1,,,Bifidobacterium_catenulatum,H25,BP3_1_YGA-03-0h_D01_R1_001.fastq.gz,BP3_1_YGA-03-0h_D01_R2_001.fastq.gz,BP3_1_YGA-03-2h_D01_R1_001.fastq.gz,BP3_1_YGA-03-2h_D01_R2_001.fastq.gz,BP3_1_YGA-03-8h_D01_R1_001.fastq.gz,BP3_1_YGA-03-8h_D01_R2_001.fastq.gz
StrainAtlasProphage_388,YGA-03_D03,1,,,Bifidobacterium_animalis,113-12,BP3_1_YGA-03-0h_D03_R1_001.fastq.gz,BP3_1_YGA-03-0h_D03_R2_001.fastq.gz,BP3_1_YGA-03-2h_D03_R1_001.fastq.gz,BP3_1_YGA-03-2h_D03_R2_001.fastq.gz,BP3_1_YGA-03-8h_D03_R1_001.fastq.gz,BP3_1_YGA-03-8h_D03_R2_001.fastq.gz
StrainAtlasProphage_389,YGA-03_D04,1,,,Limosilactobacillus_fermentum,P30,BP3_1_YGA-03-0h_D04_R1_001.fastq.gz,BP3_1_YGA-03-0h_D04_R2_001.fastq.gz,BP3_1_YGA-03-2h_D04_R1_001.fastq.gz,BP3_1_YGA-03-2h_D04_R2_001.fastq.gz,BP3_1_YGA-03-8h_D04_R1_001.fastq.gz,BP3_1_YGA-03-8h_D04_R2_001.fastq.gz
StrainAtlasProphage_390,YGA-03_D06,1,,,Bifidobacterium_catenulatum,H447,BP3_1_YGA-03-0h_D06_R1_001.fastq.gz,BP3_1_YGA-03-0h_D06_R2_001.fastq.gz,BP3_1_YGA-03-2h_D06_R1_001.fastq.gz,BP3_1_YGA-03-2h_D06_R2_001.fastq.gz,BP3_1_YGA-03-8h_D06_R1_001.fastq.gz,BP3_1_YGA-03-8h_D06_R2_001.fastq.gz
StrainAtlasProphage_391,YGA-03_D07,1,,,Pediococcus_acidilactici,P11,BP3_1_YGA-03-0h_D07_R1_001.fastq.gz,BP3_1_YGA-03-0h_D07_R2_001.fastq.gz,BP3_1_YGA-03-2h_D07_R1_001.fastq.gz,BP3_1_YGA-03-2h_D07_R2_001.fastq.gz,BP3_1_YGA-03-8h_D07_R1_001.fastq.gz,BP3_1_YGA-03-8h_D07_R2_001.fastq.gz
StrainAtlasProphage_392,YGA-03_D08,1,,,Lacticaseibacillus_rhamnosus,P36,BP3_1_YGA-03-0h_D08_R1_001.fastq.gz,BP3_1_YGA-03-0h_D08_R2_001.fastq.gz,BP3_1_YGA-03-2h_D08_R1_001.fastq.gz,BP3_1_YGA-03-2h_D08_R2_001.fastq.gz,BP3_1_YGA-03-8h_D08_R1_001.fastq.gz,BP3_1_YGA-03-8h_D08_R2_001.fastq.gz
StrainAtlasProphage_393,YGA-03_D09,1,,,Bifidobacterium_bifidum,H183,BP3_1_YGA-03-0h_D09_R1_001.fastq.gz,BP3_1_YGA-03-0h_D09_R2_001.fastq.gz,BP3_1_YGA-03-2h_D09_R1_001.fastq.gz,BP3_1_YGA-03-2h_D09_R2_001.fastq.gz,BP3_1_YGA-03-8h_D09_R1_001.fastq.gz,BP3_1_YGA-03-8h_D09_R2_001.fastq.gz
StrainAtlasProphage_394,YGA-03_D12,1,,,Pediococcus_acidilactici,P04,BP3_1_YGA-03-0h_D12_R1_001.fastq.gz,BP3_1_YGA-03-0h_D12_R2_001.fastq.gz,BP3_1_YGA-03-2h_D12_R1_001.fastq.gz,BP3_1_YGA-03-2h_D12_R2_001.fastq.gz,BP3_1_YGA-03-8h_D12_R1_001.fastq.gz,BP3_1_YGA-03-8h_D12_R2_001.fastq.gz
StrainAtlasProphage_395,YGA-03_E02,1,,,Ligilactobacillus_salivarius,118-37,BP3_1_YGA-03-0h_E02_R1_001.fastq.gz,BP3_1_YGA-03-0h_E02_R2_001.fastq.gz,BP3_1_YGA-03-2h_E02_R1_001.fastq.gz,BP3_1_YGA-03-2h_E02_R2_001.fastq.gz,BP3_1_YGA-03-8h_E02_R1_001.fastq.gz,BP3_1_YGA-03-8h_E02_R2_001.fastq.gz
StrainAtlasProphage_396,YGA-03_E03,1,,,Bifidobacterium_pseudocatenulatum,113-12,BP3_1_YGA-03-0h_E03_R1_001.fastq.gz,BP3_1_YGA-03-0h_E03_R2_001.fastq.gz,BP3_1_YGA-03-2h_E03_R1_001.fastq.gz,BP3_1_YGA-03-2h_E03_R2_001.fastq.gz,BP3_1_YGA-03-8h_E03_R1_001.fastq.gz,BP3_1_YGA-03-8h_E03_R2_001.fastq.gz
StrainAtlasProphage_397,YGA-03_E06,1,,,Bifidobacterium_pseudocatenulatum,72-1,BP3_1_YGA-03-0h_E06_R1_001.fastq.gz,BP3_1_YGA-03-0h_E06_R2_001.fastq.gz,BP3_1_YGA-03-2h_E06_R1_001.fastq.gz,BP3_1_YGA-03-2h_E06_R2_001.fastq.gz,BP3_1_YGA-03-8h_E06_R1_001.fastq.gz,BP3_1_YGA-03-8h_E06_R2_001.fastq.gz
StrainAtlasProphage_398,YGA-03_E07,1,,,Bifidobacterium_adolescentis,P11,BP3_1_YGA-03-0h_E07_R1_001.fastq.gz,BP3_1_YGA-03-0h_E07_R2_001.fastq.gz,BP3_1_YGA-03-2h_E07_R1_001.fastq.gz,BP3_1_YGA-03-2h_E07_R2_001.fastq.gz,BP3_1_YGA-03-8h_E07_R1_001.fastq.gz,BP3_1_YGA-03-8h_E07_R2_001.fastq.gz
StrainAtlasProphage_399,YGA-03_E08,1,,,Bifidobacterium_animalis,P36,BP3_1_YGA-03-0h_E08_R1_001.fastq.gz,BP3_1_YGA-03-0h_E08_R2_001.fastq.gz,BP3_1_YGA-03-2h_E08_R1_001.fastq.gz,BP3_1_YGA-03-2h_E08_R2_001.fastq.gz,BP3_1_YGA-03-8h_E08_R1_001.fastq.gz,BP3_1_YGA-03-8h_E08_R2_001.fastq.gz
StrainAtlasProphage_400,YGA-03_E09,1,,,Limosilactobacillus_fermentum,H180,BP3_1_YGA-03-0h_E09_R1_001.fastq.gz,BP3_1_YGA-03-0h_E09_R2_001.fastq.gz,BP3_1_YGA-03-2h_E09_R1_001.fastq.gz,BP3_1_YGA-03-2h_E09_R2_001.fastq.gz,BP3_1_YGA-03-8h_E09_R1_001.fastq.gz,BP3_1_YGA-03-8h_E09_R2_001.fastq.gz
StrainAtlasProphage_401,YGA-03_E10,1,10,,Lactiplantibacillus_plantarum,500-1,BP3_1_YGA-03-0h_E10_R1_001.fastq.gz,BP3_1_YGA-03-0h_E10_R2_001.fastq.gz,BP3_1_YGA-03-2h_E10_R1_001.fastq.gz,BP3_1_YGA-03-2h_E10_R2_001.fastq.gz,BP3_1_YGA-03-8h_E10_R1_001.fastq.gz,BP3_1_YGA-03-8h_E10_R2_001.fastq.gz
StrainAtlasProphage_402,YGA-03_E11,1,,,Lactobacillus_jensenii,P41,BP3_1_YGA-03-0h_E11_R1_001.fastq.gz,BP3_1_YGA-03-0h_E11_R2_001.fastq.gz,BP3_1_YGA-03-2h_E11_R1_001.fastq.gz,BP3_1_YGA-03-2h_E11_R2_001.fastq.gz,BP3_1_YGA-03-8h_E11_R1_001.fastq.gz,BP3_1_YGA-03-8h_E11_R2_001.fastq.gz
StrainAtlasProphage_403,YGA-03_E12,1,2,,Lacticaseibacillus_rhamnosus,1-163,BP3_1_YGA-03-0h_E12_R1_001.fastq.gz,BP3_1_YGA-03-0h_E12_R2_001.fastq.gz,BP3_1_YGA-03-2h_E12_R1_001.fastq.gz,BP3_1_YGA-03-2h_E12_R2_001.fastq.gz,BP3_1_YGA-03-8h_E12_R1_001.fastq.gz,BP3_1_YGA-03-8h_E12_R2_001.fastq.gz
StrainAtlasProphage_404,YGA-03_F02,1,,,Bifidobacterium_pseudocatenulatum,95-38,BP3_1_YGA-03-0h_F02_R1_001.fastq.gz,BP3_1_YGA-03-0h_F02_R2_001.fastq.gz,BP3_1_YGA-03-2h_F02_R1_001.fastq.gz,BP3_1_YGA-03-2h_F02_R2_001.fastq.gz,BP3_1_YGA-03-8h_F02_R1_001.fastq.gz,BP3_1_YGA-03-8h_F02_R2_001.fastq.gz
StrainAtlasProphage_405,YGA-03_F04,1,,,Bifidobacterium_breve,P03,BP3_1_YGA-03-0h_F04_R1_001.fastq.gz,BP3_1_YGA-03-0h_F04_R2_001.fastq.gz,BP3_1_YGA-03-2h_F04_R1_001.fastq.gz,BP3_1_YGA-03-2h_F04_R2_001.fastq.gz,BP3_1_YGA-03-8h_F04_R1_001.fastq.gz,BP3_1_YGA-03-8h_F04_R2_001.fastq.gz
StrainAtlasProphage_406,YGA-03_F05,1,,,Lacticaseibacillus_paracasei,P29,BP3_1_YGA-03-0h_F05_R1_001.fastq.gz,BP3_1_YGA-03-0h_F05_R2_001.fastq.gz,BP3_1_YGA-03-2h_F05_R1_001.fastq.gz,BP3_1_YGA-03-2h_F05_R2_001.fastq.gz,BP3_1_YGA-03-8h_F05_R1_001.fastq.gz,BP3_1_YGA-03-8h_F05_R2_001.fastq.gz
StrainAtlasProphage_407,YGA-03_F06,1,,,Bifidobacterium_animalis,72-1,BP3_1_YGA-03-0h_F06_R1_001.fastq.gz,BP3_1_YGA-03-0h_F06_R2_001.fastq.gz,BP3_1_YGA-03-2h_F06_R1_001.fastq.gz,BP3_1_YGA-03-2h_F06_R2_001.fastq.gz,BP3_1_YGA-03-8h_F06_R1_001.fastq.gz,BP3_1_YGA-03-8h_F06_R2_001.fastq.gz
StrainAtlasProphage_408,YGA-03_F07,1,,,Bifidobacterium_pseudocatenulatum,P11,BP3_1_YGA-03-0h_F07_R1_001.fastq.gz,BP3_1_YGA-03-0h_F07_R2_001.fastq.gz,BP3_1_YGA-03-2h_F07_R1_001.fastq.gz,BP3_1_YGA-03-2h_F07_R2_001.fastq.gz,BP3_1_YGA-03-8h_F07_R1_001.fastq.gz,BP3_1_YGA-03-8h_F07_R2_001.fastq.gz
StrainAtlasProphage_409,YGA-03_F08,1,,,Bifidobacterium_catenulatum,H50,BP3_1_YGA-03-0h_F08_R1_001.fastq.gz,BP3_1_YGA-03-0h_F08_R2_001.fastq.gz,BP3_1_YGA-03-2h_F08_R1_001.fastq.gz,BP3_1_YGA-03-2h_F08_R2_001.fastq.gz,BP3_1_YGA-03-8h_F08_R1_001.fastq.gz,BP3_1_YGA-03-8h_F08_R2_001.fastq.gz
StrainAtlasProphage_410,YGA-03_F09,1,,,Lacticaseibacillus_rhamnosus,H179,BP3_1_YGA-03-0h_F09_R1_001.fastq.gz,BP3_1_YGA-03-0h_F09_R2_001.fastq.gz,BP3_1_YGA-03-2h_F09_R1_001.fastq.gz,BP3_1_YGA-03-2h_F09_R2_001.fastq.gz,BP3_1_YGA-03-8h_F09_R1_001.fastq.gz,BP3_1_YGA-03-8h_F09_R2_001.fastq.gz
StrainAtlasProphage_411,YGA-03_F10,1,,,Bifidobacterium_animalis,82-1,BP3_1_YGA-03-0h_F10_R1_001.fastq.gz,BP3_1_YGA-03-0h_F10_R2_001.fastq.gz,BP3_1_YGA-03-2h_F10_R1_001.fastq.gz,BP3_1_YGA-03-2h_F10_R2_001.fastq.gz,BP3_1_YGA-03-8h_F10_R1_001.fastq.gz,BP3_1_YGA-03-8h_F10_R2_001.fastq.gz
StrainAtlasProphage_412,YGA-03_F11,1,,,Enterococcus_B_faecium,P17,BP3_1_YGA-03-0h_F11_R1_001.fastq.gz,BP3_1_YGA-03-0h_F11_R2_001.fastq.gz,BP3_1_YGA-03-2h_F11_R1_001.fastq.gz,BP3_1_YGA-03-2h_F11_R2_001.fastq.gz,BP3_1_YGA-03-8h_F11_R1_001.fastq.gz,BP3_1_YGA-03-8h_F11_R2_001.fastq.gz
StrainAtlasProphage_413,YGA-03_F12,1,,,Enterococcus_B_faecium,P53,BP3_1_YGA-03-0h_F12_R1_001.fastq.gz,BP3_1_YGA-03-0h_F12_R2_001.fastq.gz,BP3_1_YGA-03-2h_F12_R1_001.fastq.gz,BP3_1_YGA-03-2h_F12_R2_001.fastq.gz,BP3_1_YGA-03-8h_F12_R1_001.fastq.gz,BP3_1_YGA-03-8h_F12_R2_001.fastq.gz
StrainAtlasProphage_414,YGA-03_G02,1,,,Bifidobacterium_pseudocatenulatum,112-33,BP3_1_YGA-03-0h_G02_R1_001.fastq.gz,BP3_1_YGA-03-0h_G02_R2_001.fastq.gz,BP3_1_YGA-03-2h_G02_R1_001.fastq.gz,BP3_1_YGA-03-2h_G02_R2_001.fastq.gz,BP3_1_YGA-03-8h_G02_R1_001.fastq.gz,BP3_1_YGA-03-8h_G02_R2_001.fastq.gz
StrainAtlasProphage_415,YGA-03_G03,1,,,Bifidobacterium_animalis,98-2,BP3_1_YGA-03-0h_G03_R1_001.fastq.gz,BP3_1_YGA-03-0h_G03_R2_001.fastq.gz,BP3_1_YGA-03-2h_G03_R1_001.fastq.gz,BP3_1_YGA-03-2h_G03_R2_001.fastq.gz,BP3_1_YGA-03-8h_G03_R1_001.fastq.gz,BP3_1_YGA-03-8h_G03_R2_001.fastq.gz
StrainAtlasProphage_416,YGA-03_G04,1,,,Bifidobacterium_bifidum,P51,BP3_1_YGA-03-0h_G04_R1_001.fastq.gz,BP3_1_YGA-03-0h_G04_R2_001.fastq.gz,BP3_1_YGA-03-2h_G04_R1_001.fastq.gz,BP3_1_YGA-03-2h_G04_R2_001.fastq.gz,BP3_1_YGA-03-8h_G04_R1_001.fastq.gz,BP3_1_YGA-03-8h_G04_R2_001.fastq.gz
StrainAtlasProphage_417,YGA-03_G05,1,,,Bifidobacterium_pseudocatenulatum,P29,BP3_1_YGA-03-0h_G05_R1_001.fastq.gz,BP3_1_YGA-03-0h_G05_R2_001.fastq.gz,BP3_1_YGA-03-2h_G05_R1_001.fastq.gz,BP3_1_YGA-03-2h_G05_R2_001.fastq.gz,BP3_1_YGA-03-8h_G05_R1_001.fastq.gz,BP3_1_YGA-03-8h_G05_R2_001.fastq.gz
StrainAtlasProphage_418,YGA-03_G06,1,,,Bifidobacterium_longum,72-1,BP3_1_YGA-03-0h_G06_R1_001.fastq.gz,BP3_1_YGA-03-0h_G06_R2_001.fastq.gz,BP3_1_YGA-03-2h_G06_R1_001.fastq.gz,BP3_1_YGA-03-2h_G06_R2_001.fastq.gz,BP3_1_YGA-03-8h_G06_R1_001.fastq.gz,BP3_1_YGA-03-8h_G06_R2_001.fastq.gz
StrainAtlasProphage_419,YGA-03_G07,1,,,Lacticaseibacillus_rhamnosus,P32,BP3_1_YGA-03-0h_G07_R1_001.fastq.gz,BP3_1_YGA-03-0h_G07_R2_001.fastq.gz,BP3_1_YGA-03-2h_G07_R1_001.fastq.gz,BP3_1_YGA-03-2h_G07_R2_001.fastq.gz,BP3_1_YGA-03-8h_G07_R1_001.fastq.gz,BP3_1_YGA-03-8h_G07_R2_001.fastq.gz
StrainAtlasProphage_420,YGA-03_G08,1,,,Bifidobacterium_catenulatum,H53,BP3_1_YGA-03-0h_G08_R1_001.fastq.gz,BP3_1_YGA-03-0h_G08_R2_001.fastq.gz,BP3_1_YGA-03-2h_G08_R1_001.fastq.gz,BP3_1_YGA-03-2h_G08_R2_001.fastq.gz,BP3_1_YGA-03-8h_G08_R1_001.fastq.gz,BP3_1_YGA-03-8h_G08_R2_001.fastq.gz
StrainAtlasProphage_421,YGA-03_G09,1,,,Ligilactobacillus_ruminis,H179,BP3_1_YGA-03-0h_G09_R1_001.fastq.gz,BP3_1_YGA-03-0h_G09_R2_001.fastq.gz,BP3_1_YGA-03-2h_G09_R1_001.fastq.gz,BP3_1_YGA-03-2h_G09_R2_001.fastq.gz,BP3_1_YGA-03-8h_G09_R1_001.fastq.gz,BP3_1_YGA-03-8h_G09_R2_001.fastq.gz
StrainAtlasProphage_422,YGA-03_G10,1,,,Bifidobacterium_pseudocatenulatum,H15,BP3_1_YGA-03-0h_G10_R1_001.fastq.gz,BP3_1_YGA-03-0h_G10_R2_001.fastq.gz,BP3_1_YGA-03-2h_G10_R1_001.fastq.gz,BP3_1_YGA-03-2h_G10_R2_001.fastq.gz,BP3_1_YGA-03-8h_G10_R1_001.fastq.gz,BP3_1_YGA-03-8h_G10_R2_001.fastq.gz
StrainAtlasProphage_423,YGA-03_G11,1,,,Enterococcus_B_faecium,P63,BP3_1_YGA-03-0h_G11_R1_001.fastq.gz,BP3_1_YGA-03-0h_G11_R2_001.fastq.gz,BP3_1_YGA-03-2h_G11_R1_001.fastq.gz,BP3_1_YGA-03-2h_G11_R2_001.fastq.gz,BP3_1_YGA-03-8h_G11_R1_001.fastq.gz,BP3_1_YGA-03-8h_G11_R2_001.fastq.gz
StrainAtlasProphage_424,YGA-03_G12,1,,,Enterococcus_B_faecium,P63,BP3_1_YGA-03-0h_G12_R1_001.fastq.gz,BP3_1_YGA-03-0h_G12_R2_001.fastq.gz,BP3_1_YGA-03-2h_G12_R1_001.fastq.gz,BP3_1_YGA-03-2h_G12_R2_001.fastq.gz,BP3_1_YGA-03-8h_G12_R1_001.fastq.gz,BP3_1_YGA-03-8h_G12_R2_001.fastq.gz
StrainAtlasProphage_425,YGA-03_H02,1,,,Bifidobacterium_pseudocatenulatum,70-1,BP3_1_YGA-03-0h_H02_R1_001.fastq.gz,BP3_1_YGA-03-0h_H02_R2_001.fastq.gz,BP3_1_YGA-03-2h_H02_R1_001.fastq.gz,BP3_1_YGA-03-2h_H02_R2_001.fastq.gz,BP3_1_YGA-03-8h_H02_R1_001.fastq.gz,BP3_1_YGA-03-8h_H02_R2_001.fastq.gz
StrainAtlasProphage_426,YGA-03_H03,1,,,Collinsella_sp900541145,H15,BP3_1_YGA-03-0h_H03_R1_001.fastq.gz,BP3_1_YGA-03-0h_H03_R2_001.fastq.gz,BP3_1_YGA-03-2h_H03_R1_001.fastq.gz,BP3_1_YGA-03-2h_H03_R2_001.fastq.gz,BP3_1_YGA-03-8h_H03_R1_001.fastq.gz,BP3_1_YGA-03-8h_H03_R2_001.fastq.gz
StrainAtlasProphage_427,YGA-03_H04,1,,,Escherichia_marmotae,H15,BP3_1_YGA-03-0h_H04_R1_001.fastq.gz,BP3_1_YGA-03-0h_H04_R2_001.fastq.gz,BP3_1_YGA-03-2h_H04_R1_001.fastq.gz,BP3_1_YGA-03-2h_H04_R2_001.fastq.gz,BP3_1_YGA-03-8h_H04_R1_001.fastq.gz,BP3_1_YGA-03-8h_H04_R2_001.fastq.gz
StrainAtlasProphage_428,YGA-03_H05,1,,,Lacticaseibacillus_paracasei,120-1,BP3_1_YGA-03-0h_H05_R1_001.fastq.gz,BP3_1_YGA-03-0h_H05_R2_001.fastq.gz,BP3_1_YGA-03-2h_H05_R1_001.fastq.gz,BP3_1_YGA-03-2h_H05_R2_001.fastq.gz,BP3_1_YGA-03-8h_H05_R1_001.fastq.gz,BP3_1_YGA-03-8h_H05_R2_001.fastq.gz
StrainAtlasProphage_429,YGA-03_H06,1,,,Levilactobacillus_brevis,111-2,BP3_1_YGA-03-0h_H06_R1_001.fastq.gz,BP3_1_YGA-03-0h_H06_R2_001.fastq.gz,BP3_1_YGA-03-2h_H06_R1_001.fastq.gz,BP3_1_YGA-03-2h_H06_R2_001.fastq.gz,BP3_1_YGA-03-8h_H06_R1_001.fastq.gz,BP3_1_YGA-03-8h_H06_R2_001.fastq.gz
StrainAtlasProphage_430,YGA-03_H07,1,,,Lacticaseibacillus_rhamnosus,P32,BP3_1_YGA-03-0h_H07_R1_001.fastq.gz,BP3_1_YGA-03-0h_H07_R2_001.fastq.gz,BP3_1_YGA-03-2h_H07_R1_001.fastq.gz,BP3_1_YGA-03-2h_H07_R2_001.fastq.gz,BP3_1_YGA-03-8h_H07_R1_001.fastq.gz,BP3_1_YGA-03-8h_H07_R2_001.fastq.gz
StrainAtlasProphage_431,YGA-03_H08,1,,,Bifidobacterium_catenulatum,H54,BP3_1_YGA-03-0h_H08_R1_001.fastq.gz,BP3_1_YGA-03-0h_H08_R2_001.fastq.gz,BP3_1_YGA-03-2h_H08_R1_001.fastq.gz,BP3_1_YGA-03-2h_H08_R2_001.fastq.gz,BP3_1_YGA-03-8h_H08_R1_001.fastq.gz,BP3_1_YGA-03-8h_H08_R2_001.fastq.gz
StrainAtlasProphage_432,YGA-03_H10,1,2,,Enterococcus_faecalis,P18,BP3_1_YGA-03-0h_H10_R1_001.fastq.gz,BP3_1_YGA-03-0h_H10_R2_001.fastq.gz,BP3_1_YGA-03-2h_H10_R1_001.fastq.gz,BP3_1_YGA-03-2h_H10_R2_001.fastq.gz,BP3_1_YGA-03-8h_H10_R1_001.fastq.gz,BP3_1_YGA-03-8h_H10_R2_001.fastq.gz
StrainAtlasProphage_433,YGA-03_H11,1,,,Lacticaseibacillus_rhamnosus,P63,BP3_1_YGA-03-0h_H11_R1_001.fastq.gz,BP3_1_YGA-03-0h_H11_R2_001.fastq.gz,BP3_1_YGA-03-2h_H11_R1_001.fastq.gz,BP3_1_YGA-03-2h_H11_R2_001.fastq.gz,BP3_1_YGA-03-8h_H11_R1_001.fastq.gz,BP3_1_YGA-03-8h_H11_R2_001.fastq.gz
